RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6161,632,France,Female,21,1,0.0,2,1,0,84008.66,0
161,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
2130,702,France,Male,34,4,100054.77,1,1,0,109496.45,0
8827,412,France,Male,29,5,0.0,2,0,0,12510.53,0
7645,675,France,Male,28,9,0.0,1,1,0,134110.93,0
9840,484,France,Male,41,5,0.0,1,1,1,74267.35,0
1071,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1
4140,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
3352,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
211,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
8328,707,France,Female,35,9,0.0,2,1,1,70403.65,0
5099,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
9123,689,France,Female,29,1,77556.79,2,1,1,122998.26,0
2543,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1
4056,452,France,Female,60,6,121730.49,1,1,1,142963.29,0
801,605,France,Male,52,7,0.0,2,1,1,173952.5,0
8748,579,France,Female,29,10,73194.52,2,1,1,129209.09,0
2849,850,France,Female,41,5,0.0,2,1,1,34827.43,0
5679,630,France,Male,33,9,0.0,2,1,0,64804.59,0
2901,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
1854,730,France,Female,41,4,167545.32,1,1,0,128246.81,0
7086,725,France,Male,38,6,0.0,2,1,1,158697.28,0
3347,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
9053,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1
1579,715,France,Male,28,7,160376.61,1,0,0,196853.11,0
7114,733,France,Female,24,3,161884.99,1,1,1,9617.24,0
9636,547,France,Female,49,2,0.0,1,0,0,65466.93,1
1990,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0
5472,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1
5724,687,France,Female,26,6,0.0,2,1,1,32909.13,0
9222,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
5243,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
392,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
9384,716,France,Female,23,2,94464.81,2,0,1,185900.88,0
5920,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0
2755,682,France,Male,42,0,0.0,1,1,1,160828.98,0
5999,644,Spain,Male,28,0,0.0,2,1,0,119419.37,0
4720,566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1
8783,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0
4949,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
9464,664,France,Male,24,7,0.0,1,0,1,35611.35,0
4116,580,France,Female,23,5,113923.81,2,0,0,196241.43,0
4811,632,France,Male,38,4,0.0,2,0,0,192505.62,0
9793,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0
9617,683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0
7503,721,Spain,Female,32,10,0.0,1,1,0,136119.96,1
2221,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
4627,506,France,Female,32,3,0.0,1,1,1,80823.02,0
8352,585,France,Female,30,6,0.0,2,1,1,137757.69,0
9028,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
198,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
4768,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0
6949,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1
1098,543,France,Male,36,6,0.0,2,1,0,176728.28,0
9017,577,Spain,Male,31,6,0.0,1,1,1,196395.25,0
3663,632,France,Female,28,5,118890.81,1,0,1,145157.97,0
4501,771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0
4585,595,France,Female,39,9,136422.41,1,1,1,151757.81,0
8970,562,France,Female,51,7,122822.0,2,0,0,32626.21,0
574,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
4199,612,Spain,Male,35,1,0.0,1,1,1,83256.26,1
6651,758,Germany,Male,41,10,79857.64,1,1,1,78088.17,0
8314,639,France,Male,38,3,0.0,1,1,0,42862.82,0
5701,447,France,Male,41,3,0.0,4,1,1,197490.39,1
3767,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
2810,624,France,Female,32,2,79368.87,2,1,1,145471.94,0
1272,723,France,Male,42,2,99095.73,1,1,1,17512.53,0
5642,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
4738,791,France,Male,36,6,111168.97,1,1,1,189969.91,0
1397,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1
2002,661,France,Female,27,3,0.0,2,1,1,76889.79,0
593,666,France,Female,34,9,115897.12,1,1,1,25095.03,0
5668,672,France,Female,34,8,0.0,2,1,1,16245.25,0
1609,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
2222,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
3026,759,France,Female,39,6,0.0,2,1,1,140497.67,0
2802,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0
5784,624,France,Male,71,7,0.0,2,1,1,108841.83,0
7899,635,France,Female,72,4,74812.84,1,0,1,27448.33,0
1932,573,France,Female,26,4,129109.02,1,0,0,149814.68,1
4067,823,France,Female,44,1,0.0,2,0,1,182495.7,0
4693,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
6928,601,France,Female,37,5,0.0,1,0,0,20708.6,0
5604,598,Spain,Male,39,1,0.0,2,1,0,159130.32,0
401,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
814,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1
7200,649,Spain,Female,32,7,0.0,1,1,0,28797.32,0
7211,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
5006,733,France,Male,48,5,0.0,1,0,1,117830.57,0
178,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
3689,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0
2736,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0
2974,591,France,Female,56,9,128882.49,1,1,1,196241.94,1
9733,724,Spain,Male,39,3,0.0,2,0,1,95562.81,0
5625,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0
4862,663,Spain,Female,22,9,0.0,1,1,0,29135.89,1
5225,803,Spain,Male,43,3,0.0,1,1,0,72051.44,0
4275,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
5358,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0
587,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1
6356,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
3634,827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0
5970,542,France,Female,29,7,0.0,2,0,1,196651.72,0
6073,628,France,Male,45,9,0.0,2,1,1,96862.56,0
6597,477,France,Male,22,5,82559.42,2,0,0,163112.9,1
7829,734,France,Female,40,9,176914.8,1,1,1,12799.23,0
1424,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0
5060,707,France,Male,29,4,0.0,2,1,0,139953.94,0
5998,640,France,Female,20,4,0.0,2,0,1,78310.82,0
912,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
3136,694,France,Male,37,10,143835.47,1,0,1,33326.71,0
5575,503,Spain,Female,36,9,0.0,2,1,1,16274.67,0
1823,850,Spain,Female,31,4,91292.7,1,1,1,162149.07,0
1270,554,France,Female,38,4,137654.05,2,1,1,172629.67,0
6158,549,France,Male,29,3,0.0,2,1,0,146090.38,0
4528,705,France,Male,38,1,189443.72,1,0,1,106648.58,0
7478,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
8211,703,Spain,Male,31,6,0.0,2,1,1,67667.19,0
7450,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
7157,632,Germany,Male,65,6,129472.33,1,1,1,85179.48,0
9734,733,France,Male,64,3,0.0,2,1,1,75272.63,0
727,580,France,Male,37,9,0.0,2,0,1,77108.66,0
2051,492,France,Female,49,8,0.0,1,1,1,182865.09,1
2082,456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0
3716,817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1
3780,624,France,Male,37,0,0.0,2,0,0,112104.55,0
109,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
7257,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0
9997,516,France,Male,35,10,57369.61,1,1,1,101699.77,0
1378,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0
2814,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
6644,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0
2164,605,France,Male,35,6,0.0,2,1,1,45206.57,0
3556,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
3585,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0
1726,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1359,664,France,Male,43,9,189026.53,2,1,1,56099.86,0
6291,555,France,Female,27,8,102000.17,1,1,1,116757.0,0
2278,732,France,Female,43,6,0.0,2,1,0,65731.53,0
5365,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
2852,603,France,Female,48,5,0.0,1,1,0,100478.6,1
349,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
3123,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
4031,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0
9263,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0
6298,807,France,Female,34,1,0.0,1,0,0,114448.13,0
4309,641,France,Female,40,7,0.0,1,1,0,126996.67,0
8499,712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0
6865,593,Germany,Female,48,3,133903.12,2,1,1,85902.39,1
7663,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
1667,611,France,Female,46,5,0.0,1,1,0,77677.14,1
817,696,France,Male,29,8,0.0,2,1,0,191166.09,0
7676,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
1853,698,Spain,Male,38,10,95010.92,1,1,1,105227.86,0
4153,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
1657,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1820,714,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
3990,666,France,Male,30,7,109805.3,1,0,1,163625.56,0
5259,728,France,Male,38,1,115934.74,1,1,1,139059.05,0
27,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0
4180,716,Spain,Male,33,2,0.0,2,1,1,92916.53,0
2764,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
870,435,France,Male,36,4,0.0,1,1,1,197015.2,0
8767,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0
5665,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
1305,718,France,Female,31,0,118100.59,2,1,0,103165.15,0
5901,583,France,Female,27,4,0.0,3,1,0,163113.41,0
4059,557,France,Male,39,8,146200.01,1,1,0,177944.64,0
3807,594,Spain,Female,38,10,0.0,2,1,0,58332.91,0
8292,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0
9791,559,Spain,Female,39,2,0.0,2,1,1,121151.1,0
827,680,France,Female,47,5,0.0,2,1,1,179843.33,0
6176,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0
8238,649,France,Male,39,3,113096.41,1,1,1,60335.24,0
8737,636,France,Male,44,2,0.0,2,0,0,86414.41,0
1545,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0
282,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0
2702,649,France,Female,31,2,0.0,2,1,0,15200.61,0
2696,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
2419,614,France,Male,40,6,0.0,1,1,1,20339.79,1
98,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0
78,678,France,Female,32,9,0.0,1,1,1,148210.64,0
6818,608,France,Female,56,10,129255.2,2,1,0,142492.04,1
6642,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0
8084,576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0
5445,698,France,Male,33,5,135658.73,2,0,1,39755.0,0
3414,605,France,Male,39,3,0.0,2,1,0,199390.45,0
5530,691,France,Male,34,8,133936.04,2,1,0,91359.79,0
6468,540,France,Female,31,7,0.0,1,0,1,183051.6,1
2584,712,France,Female,31,7,0.0,2,1,0,170333.38,0
527,701,France,Male,43,2,0.0,2,1,1,165303.79,0
1495,449,France,Male,52,6,0.0,2,0,1,123622.0,0
3124,642,France,Male,30,8,80964.57,2,1,0,174738.2,0
6787,833,France,Male,30,1,0.0,2,1,0,141860.62,0
7467,700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
3186,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
7942,592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0
6658,660,Spain,Male,33,4,0.0,1,1,0,29664.45,0
7079,763,France,Male,67,1,149436.73,2,0,1,106282.74,0
6144,779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0
8617,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0
1818,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
2228,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
6808,562,France,Male,36,6,0.0,2,1,0,32845.32,0
7163,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0
5891,482,France,Male,38,4,124976.19,1,1,0,35848.12,0
4438,736,France,Female,24,0,0.0,2,1,0,109355.73,1
7063,597,France,Female,41,4,145809.53,2,1,1,52319.26,0
3158,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
2099,601,France,Female,43,2,0.0,1,1,0,49713.87,1
5872,479,France,Female,33,2,208165.53,1,0,0,50774.81,1
7804,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0
6159,671,France,Male,31,0,116234.61,1,1,0,172096.08,0
6458,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
2028,655,France,Female,59,7,0.0,1,1,0,88958.49,1
1236,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0
6725,752,France,Female,41,8,0.0,2,1,0,139844.04,1
513,735,Spain,Male,34,5,0.0,2,0,0,71095.41,0
9566,582,France,Female,38,9,135979.01,4,1,1,76582.95,1
5372,712,France,Male,33,3,153819.58,1,1,0,79176.09,1
6520,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
9687,793,France,Male,63,4,103729.79,2,1,1,80272.06,0
1997,534,France,Male,62,2,0.0,2,0,0,42763.12,1
6746,552,Spain,Male,55,3,0.0,1,1,1,40333.94,0
5227,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
169,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1
6466,730,Spain,Male,26,6,0.0,2,1,1,185808.7,0
6890,473,France,Female,25,6,110666.42,2,0,0,46758.42,0
3974,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0
8272,481,France,Male,37,8,152303.66,2,1,1,175082.2,0
5236,645,France,Female,68,9,0.0,4,1,1,176353.87,1
7589,579,Spain,Male,33,1,0.0,2,1,1,54816.57,0
7495,795,France,Female,36,1,151844.64,1,1,1,135388.89,0
9586,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
8716,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0
7979,608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0
7551,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
7024,524,Germany,Male,29,9,144287.6,2,1,0,32063.3,0
4198,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
230,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
6880,665,France,Male,25,7,90920.75,1,0,1,112256.57,0
9948,615,France,Male,34,1,83503.11,2,1,1,73124.53,1
7746,660,France,Male,40,5,131754.11,2,1,1,38761.61,0
1190,701,France,Male,40,5,169742.64,1,1,1,153537.55,1
7998,465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0
8441,663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0
3000,525,France,Male,33,1,112833.35,1,0,1,175178.56,0
6625,565,France,Male,46,7,135369.71,1,0,1,140130.22,0
9298,737,France,Male,30,8,174356.13,1,0,0,31928.5,0
1652,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1
9141,449,France,Female,21,7,0.0,2,0,0,175743.92,0
6419,754,Spain,Female,27,8,0.0,2,0,0,121821.16,0
7379,599,France,Male,34,8,0.0,2,1,1,174196.68,0
1401,684,France,Female,27,9,122550.05,2,0,1,137835.82,0
6925,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0
1218,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0
3973,536,France,Female,22,5,89492.62,1,0,0,42934.43,0
9739,760,France,Male,37,7,0.0,1,0,0,32863.24,1
2630,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1
4467,413,Spain,Male,35,2,0.0,2,1,1,60972.84,0
4517,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
9777,747,France,Male,29,7,0.0,2,1,1,141706.43,0
2143,690,France,Male,35,6,112689.95,1,1,0,176962.31,0
5171,814,France,Female,31,4,0.0,2,1,1,142029.17,0
1122,809,France,Female,24,4,0.0,2,1,0,193518.76,0
9884,678,France,Male,41,2,148088.11,1,1,0,14083.12,0
3706,612,France,Female,35,3,0.0,1,1,1,48108.72,0
519,698,France,Male,48,4,101238.24,2,0,1,177815.87,1
6097,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
778,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1
6944,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
9012,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
7865,588,Spain,Male,33,2,0.0,2,1,1,12483.56,0
2418,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
973,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0
3619,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
4887,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
8534,706,France,Male,34,8,0.0,2,1,1,37479.97,0
4733,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
3273,728,France,Female,59,4,0.0,1,1,1,163365.85,1
9128,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1
414,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1
9554,646,France,Male,38,7,0.0,2,1,0,1528.4,0
2295,591,France,Male,33,9,131765.72,1,1,0,118782.06,0
9402,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
7688,754,France,Male,61,5,146622.35,1,1,1,41815.22,1
8848,457,France,Male,40,10,134320.23,2,1,0,150757.35,0
9071,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0
9372,641,France,Male,31,9,112494.99,1,1,1,32231.6,0
9084,427,Spain,Male,40,8,0.0,2,1,1,82870.75,0
8404,844,France,Female,28,4,0.0,2,0,1,123318.37,0
1891,731,France,Male,33,4,0.0,2,1,1,74945.11,0
2913,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1
770,531,France,Female,63,1,114715.71,1,0,1,24506.95,1
6262,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0
5232,822,France,Male,38,6,128289.7,3,1,0,9149.96,1
26,577,France,Male,25,3,0.0,2,0,1,124508.29,0
7983,545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0
1535,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
3173,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
9571,631,France,Male,35,8,129205.49,1,1,1,79146.36,0
1994,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
7337,654,France,Female,28,7,0.0,2,1,0,151316.37,0
1961,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,0
5620,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0
3637,663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0
613,605,France,Female,64,2,129555.7,1,1,1,13601.79,0
2528,801,France,Male,42,6,0.0,2,1,1,95804.33,0
1133,628,France,Male,37,0,0.0,2,1,1,171707.93,0
7582,708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0
2592,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
6218,693,France,Male,31,2,0.0,2,1,1,107759.31,0
3787,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1
2667,740,France,Female,37,7,0.0,2,1,1,194270.91,0
9458,678,France,Male,28,2,109137.12,1,1,1,58814.41,0
2929,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
5776,619,France,Female,49,9,145359.99,1,1,0,38186.85,0
2598,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
4475,767,France,Male,36,3,0.0,1,0,0,65147.27,0
7976,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
9418,577,Spain,Female,33,6,0.0,2,1,0,57975.8,0
6536,652,France,Female,36,6,112518.71,2,0,1,110421.31,0
3014,471,France,Female,27,4,0.0,2,1,0,122642.09,0
7119,715,France,Male,32,8,175307.32,1,1,0,187051.23,0
8295,704,Spain,Female,36,2,175509.8,2,1,0,152039.67,0
6156,759,France,Male,26,4,0.0,2,1,0,135394.62,0
9317,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1
5465,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
4746,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
4423,648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0
1108,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1
899,523,France,Female,40,2,102967.41,1,1,0,128702.1,1
5253,665,France,Female,44,7,0.0,2,1,1,66548.58,0
3984,626,France,Female,44,2,0.0,1,0,1,173117.22,1
5933,556,France,Female,47,2,139914.27,1,1,1,50390.98,0
7580,601,France,Male,40,10,127847.86,1,0,0,173245.68,0
3911,620,France,Female,70,3,87926.24,2,1,0,33350.26,1
283,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
6757,473,France,Female,39,9,117103.26,2,1,1,85937.52,1
3940,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0
8548,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0
740,692,France,Female,28,8,95059.02,2,1,0,44420.18,0
5698,567,France,Male,39,5,0.0,2,0,0,168521.72,0
1625,525,Spain,Female,25,10,0.0,2,1,0,69361.95,0
1941,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
3223,524,France,Male,30,1,0.0,2,1,0,126812.85,0
7341,689,France,Male,39,4,0.0,2,1,0,196112.45,0
6877,591,France,Female,42,10,0.0,2,0,0,171099.22,0
2769,669,France,Male,26,4,0.0,2,1,1,197594.34,0
9395,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0
3031,676,France,Male,20,1,80569.73,1,0,0,68621.98,0
5477,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1
3283,584,France,Female,39,2,112687.69,1,1,1,127749.61,0
3764,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
3120,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
9349,664,France,Female,34,7,93920.47,1,0,0,179913.98,0
920,552,Spain,Male,45,9,0.0,2,1,0,26752.56,0
1635,705,Spain,Female,23,5,0.0,2,1,1,73131.73,0
7138,630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0
7253,567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0
1996,584,France,Female,44,5,95671.75,2,1,1,106564.88,0
744,611,France,Female,49,2,88915.37,3,0,0,161435.02,1
3089,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
1503,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
5022,638,France,Female,29,9,103417.74,1,1,1,15336.4,0
4975,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
2054,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
93,524,France,Female,36,10,0.0,2,1,0,109614.57,0
7112,850,Spain,Female,39,6,0.0,2,1,0,103921.43,0
2772,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
2502,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
1018,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0
6738,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0
1223,536,France,Male,46,1,65733.41,1,1,0,61094.53,0
6039,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0
8798,797,France,Male,45,8,0.0,1,0,0,125110.02,0
1880,579,France,Male,31,9,0.0,1,0,1,139048.0,0
3390,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
2716,649,France,Male,38,1,122214.0,1,0,1,88965.46,0
949,659,France,Male,67,4,145981.87,1,1,1,131043.2,0
260,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
3466,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0
8815,740,France,Female,51,4,0.0,2,1,1,178929.84,0
8890,580,France,Female,39,9,128362.59,1,1,0,86044.98,0
1778,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
2652,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
8326,605,France,Male,27,9,0.0,2,1,0,198091.81,0
853,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
2315,561,Spain,Female,28,3,0.0,2,1,0,191387.76,0
3826,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0
6616,661,France,Male,26,8,0.0,2,0,0,196875.87,0
5585,579,Spain,Female,31,9,0.0,2,1,0,112395.98,0
2629,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
6140,652,France,Female,37,4,0.0,2,1,0,143393.24,0
1427,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
7109,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0
8444,619,Germany,Male,23,5,132725.1,1,1,1,143913.33,0
5735,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
3043,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
3742,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
9835,516,France,Female,46,6,62212.29,1,0,1,171681.86,1
3783,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
3354,508,France,Female,31,7,0.0,2,1,1,6123.15,0
386,560,France,Female,66,9,0.0,1,1,1,15928.49,0
9472,523,France,Male,22,8,123374.46,1,1,1,124906.59,0
3250,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
6947,418,France,Male,36,7,90145.04,1,1,1,69157.93,0
4645,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0
2609,600,France,Male,32,1,0.0,1,1,1,101986.16,0
7177,495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0
1732,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0
2344,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0
7941,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0
2045,487,France,Male,45,2,0.0,2,1,0,77475.73,0
1565,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0
7335,616,France,Male,18,6,0.0,2,1,1,27308.58,0
1595,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
3777,750,France,Male,33,2,152302.72,1,1,0,71333.44,0
8411,743,France,Female,46,9,0.0,1,1,0,113436.08,0
4700,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1
3503,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
5636,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
3991,708,France,Male,32,10,86614.06,2,1,1,172129.26,0
1777,622,France,Male,38,5,0.0,2,0,0,105295.77,0
6516,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
5974,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
6816,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
806,790,Spain,Female,46,9,0.0,1,0,0,14679.81,1
